6 13 480 4
440 195
440 195
440 195
440 195
1	70.769	-29.196	23	2	1	4	1	2	4	8	196	291
2	-79.231	74.084	18	3	1	4	1	2	4	8	227	355
3	97.576	-85.391	7	12	1	4	1	2	4	8	281	394
4	68.832	-19.019	5	23	1	4	1	2	4	8	289	415
5	-87.907	91.417	11	17	1	4	1	2	4	8	397	518
6	-27.185	1.319	14	14	1	4	1	2	4	8	446	557
7	49.321	40.594	24	11	1	4	1	2	4	8	213	311
8	93.058	62.799	5	24	1	4	1	2	4	8	299	465
9	66.827	-43.508	14	1	1	4	1	2	4	8	79	212
10	77.556	98.223	22	24	1	4	1	2	4	8	250	393
11	-60.744	86.188	24	19	1	4	1	2	4	8	163	290
12	79.995	-50.762	7	5	1	4	1	2	4	8	231	409
13	64.497	14.175	6	21	1	4	1	2	4	8	179	283
14	94.934	54.93	5	3	1	4	1	2	4	8	155	334
15	-52.087	66.721	20	4	1	4	1	2	4	8	150	249
16	15.07	8.961	22	13	1	4	1	2	4	8	442	585
17	35.846	-64.678	23	7	1	4	1	2	4	8	355	466
18	23.023	83.251	5	21	1	4	1	2	4	8	295	423
19	-11.115	10.705	23	4	1	4	1	2	4	8	479	588
20	64.93	39.527	2	25	1	4	1	2	4	8	102	201
21	-70.629	-90.927	5	23	1	4	1	2	4	8	254	371
22	-87.41	68.209	2	17	1	4	1	2	4	8	121	293
23	27.174	-34.118	20	22	1	4	1	2	4	8	416	508
24	-53.887	46.247	17	2	1	4	1	2	4	8	107	229
25	-95.191	-1.038	3	22	1	4	1	2	4	8	253	397
26	19.02	74.803	9	18	1	4	1	2	4	8	467	587
27	-26.046	-12.517	4	13	1	4	1	2	4	8	429	573
28	19.23	74.597	25	1	1	4	1	2	4	8	427	552
29	-95.339	60.508	5	15	1	4	1	2	4	8	427	585
30	48.564	-11.497	15	20	1	4	1	2	4	8	152	249
31	42.316	-4.864	6	10	1	4	1	2	4	8	190	324
32	43.546	61.968	20	5	1	4	1	2	4	8	350	460
33	29.527	-98.943	23	22	1	4	1	2	4	8	262	382
34	42.071	-69.016	9	25	1	4	1	2	4	8	125	303
35	-45.613	29.637	9	7	1	4	1	2	4	8	301	405
36	-9.572	-86.566	6	10	1	4	1	2	4	8	280	374
37	3.917	33.51	5	16	1	4	1	2	4	8	261	353
38	85.217	-79.948	10	10	1	4	1	2	4	8	364	511
39	57.628	80.163	17	18	1	4	1	2	4	8	134	302
40	96.538	57.972	19	7	1	4	1	2	4	8	293	471
41	91.649	-41.534	18	22	1	4	1	2	4	8	110	250
42	9.78	93.652	18	3	1	4	1	2	4	8	249	376
43	63.531	94.46	23	14	1	4	1	2	4	8	128	287
44	77.053	47.884	18	9	1	4	1	2	4	8	401	529
45	-36.597	-47.695	19	25	1	4	1	2	4	8	396	528
46	-72.402	23.878	10	22	1	4	1	2	4	8	98	256
47	-78.868	-50.176	10	22	1	4	1	2	4	8	384	487
48	4.082	-89.608	8	3	1	4	1	2	4	8	457	586
49	0.059	92.423	8	21	1	4	1	2	4	8	71	246
50	-76.866	47.64	15	5	1	4	1	2	4	8	117	271
51	83.604	-95.448	5	21	1	4	1	2	4	8	189	325
52	93.73	52.683	9	24	1	4	1	2	4	8	399	541
53	59.516	22.106	24	25	1	4	1	2	4	8	85	214
54	-77.177	-94.324	11	4	1	4	1	2	4	8	360	482
55	34.638	-85.192	25	7	1	4	1	2	4	8	277	429
56	-55.442	-62.205	11	2	1	4	1	2	4	8	384	514
57	-98.137	-73.146	25	17	1	4	1	2	4	8	440	541
58	-73.753	-18.809	20	23	1	4	1	2	4	8	104	260
59	-13.928	37.488	24	22	1	4	1	2	4	8	269	436
60	82.692	-16.542	20	7	1	4	1	2	4	8	90	242
61	19.734	73.01	1	1	1	4	1	2	4	8	98	243
62	-97.99	57.599	3	16	1	4	1	2	4	8	370	473
63	57.439	-82.957	17	1	1	4	1	2	4	8	431	573
64	-82.281	47.029	21	24	1	4	1	2	4	8	171	327
65	44.269	-40.427	15	14	1	4	1	2	4	8	330	494
66	95.576	-2.344	7	8	1	4	1	2	4	8	291	459
67	-8.428	-84.828	21	24	1	4	1	2	4	8	302	468
68	66.208	-86.82	7	19	1	4	1	2	4	8	457	618
69	66.656	-78.973	16	8	1	4	1	2	4	8	149	306
70	40.64	90.624	12	4	1	4	1	2	4	8	189	316
71	3.163	-41.893	8	17	1	4	1	2	4	8	453	601
72	62.926	93.578	21	4	1	4	1	2	4	8	164	272
73	-88.784	48.968	2	8	1	4	1	2	4	8	139	270
74	-35.348	69.916	23	10	1	4	1	2	4	8	93	215
75	48.137	21.153	23	2	1	4	1	2	4	8	353	461
76	-87.774	53.083	14	17	1	4	1	2	4	8	229	392
77	-33.654	28.555	8	9	1	4	1	2	4	8	378	496
78	-81.397	-82.066	6	16	1	4	1	2	4	8	103	254
79	92.41	-10.076	9	12	1	4	1	2	4	8	110	262
80	70.726	-85.392	6	19	1	4	1	2	4	8	465	592
81	35.108	40.007	4	12	1	4	1	2	4	8	141	266
82	-54.311	90.973	1	16	1	4	1	2	4	8	394	491
83	35.154	33.779	3	2	1	4	1	2	4	8	332	497
84	-33.562	-83.864	6	14	1	4	1	2	4	8	183	357
85	42.256	-55.045	6	13	1	4	1	2	4	8	222	337
86	-94.215	-36.933	4	17	1	4	1	2	4	8	362	459
87	89.73	42.601	12	17	1	4	1	2	4	8	475	636
88	-57.644	65.021	6	2	1	4	1	2	4	8	452	558
89	-78.914	80.272	12	6	1	4	1	2	4	8	260	404
90	23.701	24.168	9	12	1	4	1	2	4	8	367	532
91	79.622	96.988	16	23	1	4	1	2	4	8	206	353
92	-63.145	-5.725	12	2	1	4	1	2	4	8	376	522
93	93.216	8.942	22	16	1	4	1	2	4	8	235	379
94	-13.405	93.229	13	22	1	4	1	2	4	8	147	305
95	-50.427	-72.999	24	7	1	4	1	2	4	8	70	228
96	-84.72	-67.492	9	15	1	4	1	2	4	8	117	265
97	44.419	41.31	6	23	1	4	1	2	4	8	352	443
98	-62.745	65.696	9	15	1	4	1	2	4	8	99	226
99	56.967	40.619	9	22	1	4	1	2	4	8	180	299
100	60.497	-71.289	13	1	1	4	1	2	4	8	408	518
101	59.729	-28.772	23	1	1	4	1	2	4	8	97	249
102	27.977	10.761	21	8	1	4	1	2	4	8	200	314
103	-11.22	55.675	23	25	1	4	1	2	4	8	145	257
104	15.038	-71.58	17	22	1	4	1	2	4	8	427	558
105	2.362	-68.305	2	20	1	4	1	2	4	8	440	576
106	58.311	48.743	22	16	1	4	1	2	4	8	218	393
107	-68.317	85.241	1	6	1	4	1	2	4	8	252	407
108	61.408	-70.084	7	19	1	4	1	2	4	8	65	194
109	26.996	69.617	1	21	1	4	1	2	4	8	111	284
110	62.101	-59.575	13	2	1	4	1	2	4	8	367	517
111	65.2	-79.032	13	19	1	4	1	2	4	8	426	586
112	28.54	-57.815	23	11	1	4	1	2	4	8	204	353
113	-70.423	-80.983	6	14	1	4	1	2	4	8	355	513
114	88.97	-62.216	12	21	1	4	1	2	4	8	311	432
115	90.236	65.352	10	5	1	4	1	2	4	8	192	342
116	50.477	43.724	10	9	1	4	1	2	4	8	302	439
117	63.462	15.785	19	17	1	4	1	2	4	8	453	573
118	-96.279	-76.955	14	12	1	4	1	2	4	8	137	266
119	-6.412	-8.384	10	18	1	4	1	2	4	8	278	414
120	-88.11	36.757	23	21	1	4	1	2	4	8	320	485
121	57.635	74.254	5	3	1	4	1	2	4	8	70	184
122	75.649	-22.328	14	14	1	4	1	2	4	8	62	218
123	22.128	-58.142	25	22	1	4	1	2	4	8	342	497
124	-80.607	-68.704	17	15	1	4	1	2	4	8	419	559
125	77.577	55.188	6	14	1	4	1	2	4	8	332	470
126	44.177	29.352	22	11	1	4	1	2	4	8	166	269
127	31.48	34.232	4	20	1	4	1	2	4	8	295	419
128	-53.086	30.88	1	16	1	4	1	2	4	8	355	447
129	-29.757	-67.398	19	5	1	4	1	2	4	8	254	391
130	55.592	-74.02	6	4	1	4	1	2	4	8	62	194
131	-25.893	35.631	5	20	1	4	1	2	4	8	395	505
132	20.784	20.082	22	21	1	4	1	2	4	8	361	532
