6 6 600 12
450 190
450 190
450 190
450 190
450 190
450 190
450 190
450 190
450 190
450 190
450 190
450 190
1	61.698	-53.092	18	2	1	12	1	2	4	8	16	32	64	128	256	512	1024	2048	273	431
2	-63.955	-22.283	22	23	1	12	1	2	4	8	16	32	64	128	256	512	1024	2048	270	361
3	75.778	-69.433	21	24	1	12	1	2	4	8	16	32	64	128	256	512	1024	2048	199	319
4	22.586	-83.907	1	12	1	12	1	2	4	8	16	32	64	128	256	512	1024	2048	233	360
5	-86.788	-27.145	2	22	1	12	1	2	4	8	16	32	64	128	256	512	1024	2048	348	453
6	-81.831	-39.166	25	5	1	12	1	2	4	8	16	32	64	128	256	512	1024	2048	247	366
7	19.863	24.925	5	17	1	12	1	2	4	8	16	32	64	128	256	512	1024	2048	377	539
8	-63.5	16.599	4	13	1	12	1	2	4	8	16	32	64	128	256	512	1024	2048	150	289
9	96.287	-67.422	3	18	1	12	1	2	4	8	16	32	64	128	256	512	1024	2048	411	566
10	46.465	82.227	10	25	1	12	1	2	4	8	16	32	64	128	256	512	1024	2048	474	620
11	94.992	-93.873	13	19	1	12	1	2	4	8	16	32	64	128	256	512	1024	2048	136	299
12	70.484	83.028	19	13	1	12	1	2	4	8	16	32	64	128	256	512	1024	2048	100	237
13	8.301	-97.197	8	19	1	12	1	2	4	8	16	32	64	128	256	512	1024	2048	103	256
14	84.535	83.563	9	15	1	12	1	2	4	8	16	32	64	128	256	512	1024	2048	140	311
15	-31.382	-53.353	4	7	1	12	1	2	4	8	16	32	64	128	256	512	1024	2048	131	263
16	-76.44	-30.377	23	17	1	12	1	2	4	8	16	32	64	128	256	512	1024	2048	213	312
17	98.978	24.314	23	2	1	12	1	2	4	8	16	32	64	128	256	512	1024	2048	111	225
18	72.157	-61.097	11	14	1	12	1	2	4	8	16	32	64	128	256	512	1024	2048	473	600
19	-52.145	-54.455	16	5	1	12	1	2	4	8	16	32	64	128	256	512	1024	2048	456	596
20	-82.192	-24.92	5	23	1	12	1	2	4	8	16	32	64	128	256	512	1024	2048	348	507
21	-34.223	-7.639	6	10	1	12	1	2	4	8	16	32	64	128	256	512	1024	2048	135	242
22	12.413	49.052	23	6	1	12	1	2	4	8	16	32	64	128	256	512	1024	2048	339	486
23	65.409	32.804	5	24	1	12	1	2	4	8	16	32	64	128	256	512	1024	2048	130	266
24	-49.305	-60.586	22	4	1	12	1	2	4	8	16	32	64	128	256	512	1024	2048	297	446
25	-89.514	-7.337	9	4	1	12	1	2	4	8	16	32	64	128	256	512	1024	2048	264	392
26	79.734	34.981	12	16	1	12	1	2	4	8	16	32	64	128	256	512	1024	2048	164	312
27	-92.319	13.061	19	7	1	12	1	2	4	8	16	32	64	128	256	512	1024	2048	115	275
28	-22	55.634	4	13	1	12	1	2	4	8	16	32	64	128	256	512	1024	2048	372	497
29	57.728	78.306	18	22	1	12	1	2	4	8	16	32	64	128	256	512	1024	2048	149	246
30	-91.824	-57.099	25	4	1	12	1	2	4	8	16	32	64	128	256	512	1024	2048	114	264
31	-17.173	-57.77	13	16	1	12	1	2	4	8	16	32	64	128	256	512	1024	2048	191	364
32	98.536	74.341	1	17	1	12	1	2	4	8	16	32	64	128	256	512	1024	2048	382	477
33	80.134	-34.37	19	6	1	12	1	2	4	8	16	32	64	128	256	512	1024	2048	244	335
34	-81.105	63.758	16	22	1	12	1	2	4	8	16	32	64	128	256	512	1024	2048	372	467
35	72.739	-98.718	1	1	1	12	1	2	4	8	16	32	64	128	256	512	1024	2048	478	629
36	-96.412	72.897	24	3	1	12	1	2	4	8	16	32	64	128	256	512	1024	2048	118	295
37	19.351	83.622	20	13	1	12	1	2	4	8	16	32	64	128	256	512	1024	2048	149	302
38	-95.833	32.825	18	14	1	12	1	2	4	8	16	32	64	128	256	512	1024	2048	287	457
39	32.024	-65.238	18	13	1	12	1	2	4	8	16	32	64	128	256	512	1024	2048	188	343
