6 26 960 4
400 175
400 175
400 175
400 175
1	70.769	-29.196	11	13	1	4	1	2	4	8	421	600
2	-79.231	74.084	11	2	1	4	1	2	4	8	162	312
3	97.576	-85.391	24	11	1	4	1	2	4	8	404	514
4	68.832	-19.019	17	22	1	4	1	2	4	8	477	649
5	-87.907	91.417	10	10	1	4	1	2	4	8	95	190
6	-27.185	1.319	5	24	1	4	1	2	4	8	266	368
7	49.321	40.594	9	13	1	4	1	2	4	8	468	571
8	93.058	62.799	23	10	1	4	1	2	4	8	246	351
9	66.827	-43.508	2	8	1	4	1	2	4	8	341	449
10	77.556	98.223	10	10	1	4	1	2	4	8	443	537
11	-60.744	86.188	4	12	1	4	1	2	4	8	238	389
12	79.995	-50.762	17	11	1	4	1	2	4	8	361	508
13	64.497	14.175	6	5	1	4	1	2	4	8	442	584
14	94.934	54.93	15	9	1	4	1	2	4	8	328	459
15	-52.087	66.721	20	10	1	4	1	2	4	8	470	629
16	15.07	8.961	5	20	1	4	1	2	4	8	411	553
17	35.846	-64.678	16	19	1	4	1	2	4	8	229	333
18	23.023	83.251	22	8	1	4	1	2	4	8	85	257
19	-11.115	10.705	15	9	1	4	1	2	4	8	133	307
20	64.93	39.527	9	16	1	4	1	2	4	8	247	352
21	-70.629	-90.927	8	7	1	4	1	2	4	8	114	243
22	-87.41	68.209	24	10	1	4	1	2	4	8	225	332
23	27.174	-34.118	21	10	1	4	1	2	4	8	402	566
24	-53.887	46.247	15	23	1	4	1	2	4	8	188	357
25	-95.191	-1.038	22	22	1	4	1	2	4	8	130	296
26	19.02	74.803	8	12	1	4	1	2	4	8	461	632
27	-26.046	-12.517	25	7	1	4	1	2	4	8	185	314
28	19.23	74.597	3	21	1	4	1	2	4	8	377	534
29	-95.339	60.508	25	18	1	4	1	2	4	8	72	201
30	48.564	-11.497	12	20	1	4	1	2	4	8	121	294
31	42.316	-4.864	12	25	1	4	1	2	4	8	303	432
32	43.546	61.968	19	3	1	4	1	2	4	8	176	296
33	29.527	-98.943	21	16	1	4	1	2	4	8	155	254
34	42.071	-69.016	5	12	1	4	1	2	4	8	181	332
35	-45.613	29.637	5	14	1	4	1	2	4	8	352	484
36	-9.572	-86.566	17	9	1	4	1	2	4	8	443	543
37	3.917	33.51	7	22	1	4	1	2	4	8	256	373
38	85.217	-79.948	22	19	1	4	1	2	4	8	163	271
39	57.628	80.163	15	19	1	4	1	2	4	8	151	300
40	96.538	57.972	4	5	1	4	1	2	4	8	303	394
41	91.649	-41.534	5	5	1	4	1	2	4	8	97	194
42	9.78	93.652	20	18	1	4	1	2	4	8	81	179
43	63.531	94.46	14	25	1	4	1	2	4	8	144	293
44	77.053	47.884	23	10	1	4	1	2	4	8	196	328
45	-36.597	-47.695	17	11	1	4	1	2	4	8	447	570
46	-72.402	23.878	24	25	1	4	1	2	4	8	206	381
47	-78.868	-50.176	2	8	1	4	1	2	4	8	143	261
48	4.082	-89.608	11	18	1	4	1	2	4	8	222	358
49	0.059	92.423	21	10	1	4	1	2	4	8	293	395
50	-76.866	47.64	24	10	1	4	1	2	4	8	303	441
51	83.604	-95.448	1	6	1	4	1	2	4	8	317	466
52	93.73	52.683	18	3	1	4	1	2	4	8	405	504
53	59.516	22.106	17	20	1	4	1	2	4	8	289	423
54	-77.177	-94.324	11	9	1	4	1	2	4	8	210	327
55	34.638	-85.192	16	6	1	4	1	2	4	8	417	590
56	-55.442	-62.205	13	4	1	4	1	2	4	8	157	328
57	-98.137	-73.146	23	6	1	4	1	2	4	8	91	202
58	-73.753	-18.809	9	22	1	4	1	2	4	8	175	307
59	-13.928	37.488	11	7	1	4	1	2	4	8	444	546
60	82.692	-16.542	11	16	1	4	1	2	4	8	212	384
61	19.734	73.01	7	15	1	4	1	2	4	8	367	515
62	-97.99	57.599	25	22	1	4	1	2	4	8	202	363
63	57.439	-82.957	8	2	1	4	1	2	4	8	356	479
64	-82.281	47.029	2	4	1	4	1	2	4	8	79	235
65	44.269	-40.427	13	2	1	4	1	2	4	8	103	247
66	95.576	-2.344	17	6	1	4	1	2	4	8	451	551
67	-8.428	-84.828	21	14	1	4	1	2	4	8	164	288
68	66.208	-86.82	11	16	1	4	1	2	4	8	63	156
69	66.656	-78.973	3	2	1	4	1	2	4	8	178	313
70	40.64	90.624	20	7	1	4	1	2	4	8	127	275
71	3.163	-41.893	12	15	1	4	1	2	4	8	407	502
72	62.926	93.578	22	9	1	4	1	2	4	8	186	339
73	-88.784	48.968	22	13	1	4	1	2	4	8	333	479
74	-35.348	69.916	18	5	1	4	1	2	4	8	270	375
75	48.137	21.153	17	3	1	4	1	2	4	8	477	615
76	-87.774	53.083	10	1	1	4	1	2	4	8	408	570
77	-33.654	28.555	10	12	1	4	1	2	4	8	468	615
78	-81.397	-82.066	5	21	1	4	1	2	4	8	262	383
79	92.41	-10.076	22	3	1	4	1	2	4	8	84	209
80	70.726	-85.392	18	17	1	4	1	2	4	8	249	355
81	35.108	40.007	20	1	1	4	1	2	4	8	84	236
82	-54.311	90.973	14	11	1	4	1	2	4	8	368	483
83	35.154	33.779	7	7	1	4	1	2	4	8	110	253
