6 12 700 6
420 180
420 180
420 180
420 180
420 180
420 180
1	74.398	2.692	22	4	1	6	1	2	4	8	16	32	88	278
2	-28.344	-17.432	21	9	1	6	1	2	4	8	16	32	84	282
3	-50.075	39.237	21	23	1	6	1	2	4	8	16	32	275	563
4	79.59	82.393	4	15	1	6	1	2	4	8	16	32	91	370
5	61.698	-53.092	9	24	1	6	1	2	4	8	16	32	93	377
6	-63.955	-22.283	9	17	1	6	1	2	4	8	16	32	86	343
7	75.778	-69.433	21	11	1	6	1	2	4	8	16	32	163	503
8	22.586	-83.907	19	2	1	6	1	2	4	8	16	32	149	338
9	-86.788	-27.145	19	15	1	6	1	2	4	8	16	32	158	414
10	-81.831	-39.166	3	8	1	6	1	2	4	8	16	32	150	503
11	19.863	24.925	7	21	1	6	1	2	4	8	16	32	162	467
12	-63.5	16.599	11	22	1	6	1	2	4	8	16	32	162	473
13	96.287	-67.422	14	13	1	6	1	2	4	8	16	32	214	510
14	46.465	82.227	6	13	1	6	1	2	4	8	16	32	294	602
15	94.992	-93.873	25	24	1	6	1	2	4	8	16	32	196	409
16	70.484	83.028	7	10	1	6	1	2	4	8	16	32	132	484
17	8.301	-97.197	17	18	1	6	1	2	4	8	16	32	115	374
18	84.535	83.563	5	1	1	6	1	2	4	8	16	32	195	381
19	-31.382	-53.353	5	2	1	6	1	2	4	8	16	32	126	393
20	-76.44	-30.377	17	5	1	6	1	2	4	8	16	32	298	554
21	98.978	24.314	18	12	1	6	1	2	4	8	16	32	68	347
22	72.157	-61.097	10	23	1	6	1	2	4	8	16	32	297	540
23	-52.145	-54.455	23	13	1	6	1	2	4	8	16	32	176	517
24	-82.192	-24.92	6	17	1	6	1	2	4	8	16	32	118	476
25	-34.223	-7.639	1	20	1	6	1	2	4	8	16	32	95	285
26	12.413	49.052	9	23	1	6	1	2	4	8	16	32	198	495
27	65.409	32.804	17	1	1	6	1	2	4	8	16	32	112	332
28	-49.305	-60.586	14	22	1	6	1	2	4	8	16	32	210	446
29	-89.514	-7.337	6	22	1	6	1	2	4	8	16	32	119	421
30	79.734	34.981	22	20	1	6	1	2	4	8	16	32	67	267
31	-92.319	13.061	3	4	1	6	1	2	4	8	16	32	129	375
32	-22	55.634	1	14	1	6	1	2	4	8	16	32	227	503
33	57.728	78.306	21	10	1	6	1	2	4	8	16	32	211	451
34	-91.824	-57.099	12	16	1	6	1	2	4	8	16	32	158	422
35	-17.173	-57.77	23	5	1	6	1	2	4	8	16	32	237	523
36	98.536	74.341	19	14	1	6	1	2	4	8	16	32	194	551
37	80.134	-34.37	16	25	1	6	1	2	4	8	16	32	248	474
38	-81.105	63.758	8	7	1	6	1	2	4	8	16	32	76	429
39	72.739	-98.718	9	25	1	6	1	2	4	8	16	32	211	539
40	-96.412	72.897	5	2	1	6	1	2	4	8	16	32	228	509
41	19.351	83.622	2	21	1	6	1	2	4	8	16	32	278	601
42	-95.833	32.825	18	10	1	6	1	2	4	8	16	32	231	554
43	32.024	-65.238	25	15	1	6	1	2	4	8	16	32	168	407
44	-59.011	49.719	22	14	1	6	1	2	4	8	16	32	99	378
45	-21.061	-62.843	7	7	1	6	1	2	4	8	16	32	299	549
46	-51.674	-88.581	9	19	1	6	1	2	4	8	16	32	282	564
47	24.641	-77.076	1	11	1	6	1	2	4	8	16	32	250	581
48	-83.013	88.023	17	2	1	6	1	2	4	8	16	32	260	471
49	50.435	-81.865	16	3	1	6	1	2	4	8	16	32	284	488
50	-49.351	11.697	20	14	1	6	1	2	4	8	16	32	70	407
51	-64.821	-42.687	11	8	1	6	1	2	4	8	16	32	286	624
52	51.49	32.538	18	19	1	6	1	2	4	8	16	32	169	434
53	78.986	5.467	4	24	1	6	1	2	4	8	16	32	222	503
54	49.127	95.298	3	11	1	6	1	2	4	8	16	32	73	263
55	12.855	-5.226	21	2	1	6	1	2	4	8	16	32	183	513
56	-18.273	68.258	8	1	1	6	1	2	4	8	16	32	63	244
57	0.272	-24.782	20	8	1	6	1	2	4	8	16	32	168	469
58	92.088	-82.543	23	25	1	6	1	2	4	8	16	32	93	282
59	92.321	-12.63	9	17	1	6	1	2	4	8	16	32	139	431
60	87.652	-81.329	22	23	1	6	1	2	4	8	16	32	67	290
61	12.393	35.304	8	13	1	6	1	2	4	8	16	32	65	417
62	94.671	-55.65	19	20	1	6	1	2	4	8	16	32	160	375
63	-73.793	62.268	19	22	1	6	1	2	4	8	16	32	167	435
64	77.979	-47.487	17	6	1	6	1	2	4	8	16	32	210	431
65	-50.435	-72.255	6	8	1	6	1	2	4	8	16	32	148	469
66	-88.727	11.618	6	19	1	6	1	2	4	8	16	32	150	504
67	-98.309	-98.872	14	25	1	6	1	2	4	8	16	32	194	493
68	-80.669	14.506	20	16	1	6	1	2	4	8	16	32	165	448
69	-40.123	-34.209	21	17	1	6	1	2	4	8	16	32	86	441
70	18.178	45.924	1	25	1	6	1	2	4	8	16	32	156	382
71	-33.767	-26.121	15	3	1	6	1	2	4	8	16	32	272	478
72	-0.83	24.55	23	25	1	6	1	2	4	8	16	32	249	562
73	71.51	-76.041	2	13	1	6	1	2	4	8	16	32	209	556
74	-93.487	-8.037	22	13	1	6	1	2	4	8	16	32	62	378
75	-62.462	36.497	8	2	1	6	1	2	4	8	16	32	298	530
76	33.705	-24.84	19	5	1	6	1	2	4	8	16	32	139	352
77	-97.518	-51.281	23	17	1	6	1	2	4	8	16	32	82	362
78	-77.523	-69.189	3	1	1	6	1	2	4	8	16	32	259	460
79	-66.109	-92.951	13	10	1	6	1	2	4	8	16	32	248	515
80	29.145	75.018	10	8	1	6	1	2	4	8	16	32	260	605
81	-43.613	98.877	18	16	1	6	1	2	4	8	16	32	296	492
82	-13.693	-77.74	14	16	1	6	1	2	4	8	16	32	217	534
83	-29.092	-73.952	1	19	1	6	1	2	4	8	16	32	266	455
84	-59.931	79.215	25	2	1	6	1	2	4	8	16	32	283	624
85	63.509	81.027	9	12	1	6	1	2	4	8	16	32	151	410
86	89.689	-76.777	13	8	1	6	1	2	4	8	16	32	263	497
87	25.765	-63.018	23	13	1	6	1	2	4	8	16	32	257	455
88	87.684	72.051	13	7	1	6	1	2	4	8	16	32	251	510
89	60.187	-44.204	5	5	1	6	1	2	4	8	16	32	109	400
90	-23.442	91.116	9	7	1	6	1	2	4	8	16	32	213	459
91	40.372	89.616	12	1	1	6	1	2	4	8	16	32	119	344
92	-75.122	-17.393	16	13	1	6	1	2	4	8	16	32	123	315
93	73.83	75.837	14	12	1	6	1	2	4	8	16	32	279	577
94	-74.374	86.281	2	24	1	6	1	2	4	8	16	32	266	475
95	-37.843	-84.149	24	4	1	6	1	2	4	8	16	32	74	293
96	19.354	-7.134	20	21	1	6	1	2	4	8	16	32	116	315
97	50.717	81.312	6	10	1	6	1	2	4	8	16	32	253	585
98	-73.54	-59.72	9	22	1	6	1	2	4	8	16	32	287	545
99	-28.217	-93.019	10	16	1	6	1	2	4	8	16	32	138	432
100	-19.089	57.813	19	20	1	6	1	2	4	8	16	32	289	488
101	19.923	-91.844	24	12	1	6	1	2	4	8	16	32	288	472
102	47.511	-84.832	23	10	1	6	1	2	4	8	16	32	300	555
103	-16.981	69.551	4	25	1	6	1	2	4	8	16	32	294	518
104	-18.664	33.174	1	22	1	6	1	2	4	8	16	32	202	551
105	-67.235	91.064	4	3	1	6	1	2	4	8	16	32	240	429
106	28.908	73.689	1	22	1	6	1	2	4	8	16	32	162	400
107	44.676	-84.053	14	21	1	6	1	2	4	8	16	32	300	534
108	8.477	-9.628	24	12	1	6	1	2	4	8	16	32	121	419
109	-60.378	-13.467	19	1	1	6	1	2	4	8	16	32	196	477
110	-52.375	-32.332	12	4	1	6	1	2	4	8	16	32	230	488
111	-23.535	-46.021	1	14	1	6	1	2	4	8	16	32	274	634
112	16.938	-65.821	7	5	1	6	1	2	4	8	16	32	63	287
113	83.435	-63.765	4	19	1	6	1	2	4	8	16	32	98	408
114	-60.326	-81.289	24	9	1	6	1	2	4	8	16	32	271	528
115	-51.889	-69.908	14	13	1	6	1	2	4	8	16	32	123	342
116	-15.767	-87.689	9	23	1	6	1	2	4	8	16	32	69	303
117	97.014	54.023	5	24	1	6	1	2	4	8	16	32	162	468
118	65.406	-79.043	17	11	1	6	1	2	4	8	16	32	158	360
119	-43.499	74.997	11	6	1	6	1	2	4	8	16	32	300	647
120	60.211	86.287	11	16	1	6	1	2	4	8	16	32	110	432
121	-0.885	-96.702	9	5	1	6	1	2	4	8	16	32	197	477
122	37.168	75.667	6	15	1	6	1	2	4	8	16	32	222	553
123	-15.723	-86.624	24	11	1	6	1	2	4	8	16	32	254	586
124	-11.834	23.295	20	8	1	6	1	2	4	8	16	32	191	465
125	-55.227	-43.313	4	9	1	6	1	2	4	8	16	32	118	299
126	-47.345	32.97	5	22	1	6	1	2	4	8	16	32	113	463
127	-69.543	2.916	3	18	1	6	1	2	4	8	16	32	273	489
128	-29.019	40.365	12	1	1	6	1	2	4	8	16	32	93	292
129	-2.71	93.995	13	9	1	6	1	2	4	8	16	32	99	434
130	-43.454	90.189	3	8	1	6	1	2	4	8	16	32	65	386
131	88.091	11.886	13	24	1	6	1	2	4	8	16	32	134	365
132	7.563	-98.034	1	15	1	6	1	2	4	8	16	32	291	603
133	-54.865	-79.097	3	1	1	6	1	2	4	8	16	32	284	514
134	-77.274	-43.105	5	24	1	6	1	2	4	8	16	32	142	325
135	-84.757	81.79	7	11	1	6	1	2	4	8	16	32	117	408
136	-2.629	-67.495	21	23	1	6	1	2	4	8	16	32	282	576
137	50.528	78.183	17	6	1	6	1	2	4	8	16	32	261	521
138	37.707	98.965	21	17	1	6	1	2	4	8	16	32	267	607
139	-95.286	62.158	7	13	1	6	1	2	4	8	16	32	111	352
140	-59.416	-6.597	24	24	1	6	1	2	4	8	16	32	98	288
141	13.186	91.277	20	21	1	6	1	2	4	8	16	32	268	620
142	-18.092	-60.229	17	23	1	6	1	2	4	8	16	32	189	423
143	75.747	12.289	18	24	1	6	1	2	4	8	16	32	277	573
144	-84.96	-86.749	3	3	1	6	1	2	4	8	16	32	81	437
145	-40.311	-76.732	9	1	1	6	1	2	4	8	16	32	128	392
146	97.655	61.4	11	22	1	6	1	2	4	8	16	32	238	436
147	-58.494	-74.726	22	23	1	6	1	2	4	8	16	32	141	478
148	57.07	84.299	8	18	1	6	1	2	4	8	16	32	111	468
149	-76.258	-98.432	7	21	1	6	1	2	4	8	16	32	203	513
150	-19.787	-16.937	20	6	1	6	1	2	4	8	16	32	159	360
151	-56.943	-91.321	8	2	1	6	1	2	4	8	16	32	195	420
152	61.143	-50.147	17	5	1	6	1	2	4	8	16	32	181	375
153	41.27	-93.797	6	18	1	6	1	2	4	8	16	32	283	636
154	0.765	68.327	19	4	1	6	1	2	4	8	16	32	176	500
155	22.652	-12.459	5	14	1	6	1	2	4	8	16	32	222	531
156	-49.373	-11.169	4	7	1	6	1	2	4	8	16	32	245	470
157	82.417	-12.685	22	2	1	6	1	2	4	8	16	32	219	528
158	-44.852	-24.038	2	17	1	6	1	2	4	8	16	32	87	324
159	-23.094	-82.944	20	12	1	6	1	2	4	8	16	32	123	450
160	-96.489	-68.407	4	22	1	6	1	2	4	8	16	32	150	362
161	-0.725	-52.985	3	11	1	6	1	2	4	8	16	32	135	338
162	77.578	22.849	23	9	1	6	1	2	4	8	16	32	180	373
163	-65.714	0.841	25	3	1	6	1	2	4	8	16	32	133	476
164	-53.707	-43.512	19	3	1	6	1	2	4	8	16	32	248	561
165	-15.875	-57.184	15	21	1	6	1	2	4	8	16	32	87	374
166	-51.839	-70.497	23	17	1	6	1	2	4	8	16	32	118	450
167	-98.22	42.876	2	24	1	6	1	2	4	8	16	32	118	368
168	-89.776	-62.296	14	10	1	6	1	2	4	8	16	32	160	348
169	-81.043	-26.338	8	16	1	6	1	2	4	8	16	32	134	490
170	-49.509	-87.155	25	18	1	6	1	2	4	8	16	32	125	472
171	-12.5	42.259	2	2	1	6	1	2	4	8	16	32	239	501
172	85.553	10.064	23	15	1	6	1	2	4	8	16	32	135	326
173	-16.781	-37.596	12	11	1	6	1	2	4	8	16	32	88	387
174	-39.146	93.141	19	9	1	6	1	2	4	8	16	32	73	355
175	-67.551	-35.844	4	17	1	6	1	2	4	8	16	32	228	485
176	28.793	83.633	20	21	1	6	1	2	4	8	16	32	291	518
177	-51.802	43.962	19	17	1	6	1	2	4	8	16	32	194	444
178	19.754	63.128	10	8	1	6	1	2	4	8	16	32	278	464
179	5.154	32.394	11	25	1	6	1	2	4	8	16	32	283	585
